LanguageId;CountryId;Name;Capital;Population;SquareArea;DensityPerKm;Flag
2;1282;Haiti;Port-au-Prince;8688793;27748;313.10;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000001064944415478DADDCFB16A02411006E0B5DB2206075152DC5D10C1EA02D1034961FAB4F70E61B842DF21D7C83489AF6410AC46B945385218C936C14AB04B2192D318106EF7FAE46F06F6DB9D99155C18F10778BE394F8E5FE118F5532C7C5D1A15704C4F24EC3C9252EEED5C8949DB9B8715EFAB603507200127B47078917D6CF3617B5D75E62BB55D7ADAC8A1CF6357295E823671CD67562B7FC6D90AC121070E4E69833B63BE7FEF1DE7FC9E9E31707F12248195779C7416CD9E993D401C7416DD14D1C40AEA88C96717FB000D4373B73EC59B66DA7ABC34CE5EE3E0B98C6FEB288AF37C4B948A48100D111FA21CDF0D6300494459210397AE885E40EBEC8A963936E7DFF2375A23E3BA9BBA5B310000000049454E44AE426082
2;1292;Honduras;Tegucigalpa;8002002;112088;71.39;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000434944415478DA63D88D17308C4AD3405A10096C442221800469E9DD08129BB43482C466389AC998D228266391C6A79B1897EFC6E9F28D18E693E83134309A14E92F0D0020C930C91754D1D60000000049454E44AE426082
2;1312;Madžarska;Budapest;10058278;92966;108.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001F4944415478DA6330C60B1846A569202D88178C4AD342BA032F1895A6813400B9691EF0326EAAD80000000049454E44AE426082
2;1333;Islandija;Reykjavík;323215;102928;3.14;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000002F4944415478DA6338030182C6C68632673000C3A834FDA505A100282D880908491BE305032A4D99C74653CB10930600FC875619D188B4C60000000049454E44AE426082
2;1342;Indija;Ni Dilli;1169733970;3166285;369.40;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000514944415478DAEDCF310E0020080340BEC0CC777C9CDFE9DCCF292324763071B31BB940A80D19FBFC80BD2458676B4A0ADE4A1C391C04CF0C4ACEE38AF7E782733DC4E78EC0756F6FB53BF7D894F9FC80176DE3503C425C61630000000049454E44AE426082
2;1367;Indonezija;Jakarta;229566804;1904443;120.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001B4944415478DA6330C60B1846A547A591A405F18251E95169240000EADE8F7106FBD0580000000049454E44AE426082
2;1399;Iran;Tehran;71897923;1648195;43.62;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000005B4944415478DAED90BB0900310C43BD8270E33584277497B1CF819487022165840AC143F86343CA1EFEC5858A0A044660C6EAB85CC0AE0DA9AB98748D29303718A966BBA79CED79F5EE943282DEBF70CCA53AB2E332F7ED870FF007801E177F71837DAB0000000049454E44AE426082
2;1430;Irak;Bagdad;35940936;434128;82.79;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D8021C0D1D0F35BD6D7B000000097048597300004E2000004E2001167D99DE0000000467414D410000B18F0BFC61050000000C504C5445000000FFFFFF007F00FF00000DC134F8000000534944415478DAEDD0B11180300C43D1AC206D20ADC0FEBB419C822276380AA8F29D73F3CE4DDAB1AC6DFE80B1EC15F31AC0B11356809833E38105DBAE59EA129AF3B8EE5B33DB030A16E66E66E64FBFB6FBBD13C57C619DC1A115250000000049454E44AE426082
2;1449;Irska;Dublin;4429320;70273;63.03;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001B4944415478DA63E8800341387081038651E951E951E9516972A401507336D8587B3F920000000049454E44AE426082
2;1477;Isle of Man;Douglas;82094;572;143.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000974944415478DADDD3C10904210C05D004C1733E82751884A94711D27F099BDDE3EC24058CA7C08318FD4A335DF412BE2CE433A74ACCDC14B28A5786F3CF17038B9B17749EF636F9B6F0028FA3556F0CA7F1CCD3999C14E1B92BCA1C1232191F2D112BB66C6A11A3FBE9EA0A786017463D01B3942C125B5962C3380D744B4BF366A43C701BEE766BDA53FEC59670CF5F6ACBF9BCE50B7E00A3E1D0D2F3A5E0C70000000049454E44AE426082
2;1486;Izrael;Jerusalem;7443934;20991;354.60;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000574944415478DA6310C40B1828933E83170C6669349F1CC4EF6FFCD23232E44B439C731097F4411094C1290D321AD5785469A0469933B89D7610DD6B24198E5FFA2014E20C968368A14A62A09EA124C6466C3AA76AF6070032F4613A52ABDA710000000049454E44AE426082
2;1494;Italija;Rome;59623134;301323;197.90;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001B4944415478DA63E8800341383086038651E951E951E9516972A40120D61EF02839E0990000000049454E44AE426082
2;1514;Slonokoščena obala;Yamoussoukro;21377030;322461;66.29;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001B4944415478DA637081034138E880038651E951E951E9516972A401D77B36D832EAF4AB0000000049454E44AE426082
2;1534;Jamajka;Kingston;2697932;10991;245.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000824944415478DA8DD4490EC0200C03409F78674F515F52F16CA8A02A4BEC90EB48982501562BBBF55481317FB5F34DD490885B63E29FA22D6F4C3D6FC1177C9F758D5F74F53178F75DC7784F7FDF822767DAE3998E0E280729ADE9686DDF839DEB73EB5BD377AE5F4CBF77D02DBAD774A7EA3ED75312CC5830A107F3AD7F874CAA5201DB615200C8B1A5E50000000049454E44AE426082
2;1549;Japanska;Tokyo;128082045;377812;339.00;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1513002C4D60BD51000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000006504C5445FFFFFFBF00009BC06A530000003D4944415478DA6360181140100804F0CA0A0AE2926514C42B0F95C5613C2391D28278CD26282D305CA5C9093502614E20C608C53781D44228AD8D200000C3280C6577647F1D0000000049454E44AE426082
2;1597;Jersey;Saint Helier;88216;116;759.80;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000C74944415478DA95D3090A84300C05D07F854FF02052E62022BDFF55A6D69AA58BC31444F1354D1A2B5219B471D8A314410ABE659D7069E3FD892DE3995901E27DCB397B4DA077D144B712FA54399FA7252EEF40EFE2EE7545D07B8BB67C08935BB455037A97CF15ED8A0183DF97750A619BE4AE4507560F6D326E1ED5F10D511D3BE78CD539670EFA47F48FDCEF95BFEFFBBD6BD6E934E9B98F19BF585C71F8DEB11EE94E4BBFDB78D6C65EFA932A835A04BAB23AC75CF51F5B685B1493C4FDFF4DAE1C4BADE9BF0E8E80D3D156349D0000000049454E44AE426082
2;1610;Jordanija;'Amman;6115919;89342;68.46;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D50C0907023829A4492E000000097048597300004E2000004E2001167D99DE0000000467414D410000B18F0BFC61050000000C504C5445FF000000BF00FFFFFF000000FC83E849000000734944415478DA85CEC10DC0200C43511326C806282B74FFDD0A94DEC88F0F20F170407A28526756C12AB833AB6015DC9955B00AEECC2A5871CB96B1166356C2F6DF4ADA115FDDB8AD2BAF6DE4ED792C7ADB8C7E7E62CC811CC8CDAFF9D9911B72A68EA30F37E45C1D476F6EC8A48EA32763D95FD06672BD06E371E80000000049454E44AE426082
2;1623;Kazahstan;Astana;15742717;2715900;5.80;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C16082B1016B9DFC0000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000006504C5445007FFFFFFF002D5C01BF000000A04944415478DAA5534B12C52008233720F7BFEC53DE58856A5C9445676A9A0F50CD48375180842F6C730D6B718DDEC43F265BCDE9146CF4F70ACF0327896336A0C125CB929C51457D46F380B33A2B3DC3CEC23EF6CD1D7BC06EE09BBE7A6F1A7B92738C05DCB1DB67F83F93FC10037A10961D3E33C708685BB851ED5DB36F84B1E7952E0B0DA848A446D93BB1033BE652BDF5AFC8EB3D90ECDBFDB60F6C57DE3F1CFC0A19C0E4114A0000000049454E44AE426082
2;1638;Kenija;Nairobi;35731790;581787;61.42;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000854944415478DAD5D0310E80200C05D04FBC00C4C563D074E17AC6C5635B9C5AA17570F20F9AFC670916F84592798D9C810A146F3C23F1FDD13C0544D5E7B41071F22FB70ADBE1A2C3C2A40BB04E3F7CD185E1FAC6CF66E01AF21A31DE383E5C96FA8983FF9E6CCDECBCB32970AAEC87F0A69B917797B793A8457C707FCEB9CF359F27F92F5FB6F9FDD7319710610000000049454E44AE426082
2;1647;Kiribati;Bairiki;98549;832;118.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000C44944415478DADD50310EC3200CBC2A5276AB239F488AC47B5245F2FF98FDB962932A240D5EB2D5C361FB38CE06D10DFC09CD6B621EFA6A665EBBEA57615D6F571DE3C477164B83474F2347C73B9D473FD069E4C5F91614312F6B8F66A3DBE7F16C06C35868B40A90E26C976652F5C33AD13A844CDAA7525109E6B7E5DF0E44BB212B8AEC182A422B916B0C02CB7A9151AE48A603CA9E17EF6AFC8B1A384B5B2441901CCCE612CD7BABA9E5EAF0D0B3BE56976EF3E3B75C20EAFA9B48CE0342DCB8477F0033FC510BF7B645050000000049454E44AE426082
2;1671;Severna Koreja;Pyongyang;23905624;122762;194.70;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000634944415478DAD5D3C109C0200C856157F8C924A1E377B96A28F4D2BC885EDA20B97C4A24C676CA681F6664547CC8986607C13E4AE50CD657C61E8CE0D8923005DB935F4F47859CED4E2BECFD669A3147740DD1B5AAE7C58BAD8DC3DE28FEF70B6ABE001D5E8D527E0F76170000000049454E44AE426082
2;1683;Južna Koreja;Soul;48470948;99268;488.30;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000C74944415478DA9D934D12C32008859F3720D3A5A7E8B8CCA93B2EB95C29FE6289D3869DF97880E681631BF80D53703F776C38DAA9A7CD7C1CD06A83869810168C300D29C93018C2A7DEA1356F186634E96D70AD96249E5ADDE292FDF8E054D29D6751AA72388F5AC445EEE04A557E139FBCC32733FB38E68A938F59B050CE7E71CE4AF975816BDCC3B1E22B2B0EF1FAE6EA86D8C5AB5BCA1F6C6271D36207AAEDADF5E0F858B2C97A8DCC1DC43BB4FADCE27572982D095F4BB4DD31329B4CD8EF37FDB7FE17F1060CF475EC97E6B9BC0000000049454E44AE426082
2;1700;Kosovo;Priština;2130008;10887;195.60;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000002B744558744372656174696F6E2054696D65004D6F2031382046656220323030382030383A33313A3137202B30313030DB96B6A80000000774494D4507D80212072E31EDFFE705000000097048597300004E2000004E2001167D99DE0000000467414D410000B18F0BFC610500000009504C544500007FFFBF00FFFFFFEFAE5B19000000804944415478DABD90010AC4300804D517647F20FEFF9135D7144A53370777ED22093AAC9A88BC26FB44211FD80B6C1119B7D824C2C3258F70BBC1963ECFC87BC2BDEF289AF509178557C9BE57AF284EC92C45A3FF02CA15003533BB7E814B0E308C43AC75E95F60FCE45EEDB6C08D3FFC985E7E2B693DB0502C4CDA1EC47FD6061E850D78C673C9700000000049454E44AE426082
2;1701;Kuvajt;al-Kuwayt;3075531;17818;172.60;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000524944415478DAEDCC210EC0301003414B478EF62DFE649FDDA84A58B24665351D79A59B2635B3022B70332BB00237B3022B70332BF0B5DDCF1F7279BBC5462EE4931AD3930BF9ACC6F4CB854C6A4C0FC6B31FCC83F09DC77F25FA0000000049454E44AE426082
2;1708;Kirgizistan;Bişkek;5332504;199900;26.68;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000A14944415478DAC593C10DC4300804DD13D236B4D2F65FC2816D299C04BC4E977CF2180FAC0359363EEB8F9813764872B2F9CD330644098D0D6CC27C20DBE14AFEAA316D63A4FC2BD5360191ACB605CFE5F589CAF6AA5E3ADAD7C943DC674A1B3BB7075719CD0E8E0656DBC4C183CD3E1A0F37F5D1D4248F811D8887275BA73BAD9E186EF0E69B9BEEC41AFB6A6A97091181DD3AC4CD817E53494CF8D55FF0B7F803A6C5F5E6EBAB79B70000000049454E44AE426082
2;1717;Laos;Vientiane;6011337;236800;25.39;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C16080B2A453122D0000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000009504C5445FF00000000C0FFFFFFBCDF2D9F000000474944415478DA63601805D880202A5044E5A24A2B01016E69212574790674CD4A4A8A38A485889256224F5A8996D294398D80BF09841AA1302710638204E21B030C74621DA40000161F2A8311404A810000000049454E44AE426082
2;1735;Latvija;Riga;2254630;64598;34.90;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA6350C20B1846A5079DB4205E3084A547E37B784903007D50817FD7D37C4F0000000049454E44AE426082
2;1769;Libanon;NULL;4647082;10201;455.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000006B4944415478DAEDD3B10DC0300804405648F77B6442BA1F3BE054903C19C0F9CE3A812D90ED1C63BBF251C37A6C0CFAC020AB374ED74C7768867F340F2C5E9819A760A4819477AF62D57CBD8CB2FA46C2E5DDD99C7AE66165EC8F990F1B8B818E1BCBA58CDC62FF277ACB05AB1CB167A2267EF10000000049454E44AE426082
2;1775;Lesoto;Maseru;1890660;30355;62.28;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C14092D28C32A6264000000097048597300004E2000004E2001167D99DE0000000467414D410000B18F0BFC61050000000C504C5445007F00FFFFFF00000000007F65BBBD930000004E4944415478DAEDCFB11180300C4351AFE0BF81B502FBEF062DE2A20228A3F6DDF72575C4D5E637DC71C69AC84D64948FE75AB9663ED4C87E56165B5E165B7E635D39AC19182DB9F578DADEFF3B01A9E95FB7E2F4A61C0000000049454E44AE426082
2;1786;Liberija;Monrovia;3283000;99065;33.14;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000005E4944415478DA63380305878DB1010690940CC5D20705B10106B00CF9D2105A06A7DD6069DC4E03198BCFE540A3F1390DAC1BA7F441C18378A565CE1CC4673838DCF0042A8118C3232D881750286D8C1750284D53970F5B8FD1D4E5F8A5018C89DB53F408DE730000000049454E44AE426082
2;1795;Libija;Tripoli;6619274;1777060;3.72;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000174944415478DA63E8C00B1846A547A547A547A5C9910600E61A3DDFA3745E480000000049454E44AE426082
2;1827;Lihtenštajn;Vaduz;35639;160;222.70;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000574944415478DAEDD1210EC030088561148ADBEC42A8A738240AC5A1D6B99987E9E6FA07F705D2A4D263F205C7C8E93BDB12C93923B39DB261C559E10518E552D4C0C01A7ABC1CEA9CFB795ACC6CFFFD18E56BECF0E15737BBA203ADBE20F78E0000000049454E44AE426082
2;1839;Litva;Vilnius;3348247;65300;51.27;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C151307257BFD9332000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000009504C5445BF0000007F00FFBF00B2F917080000001C4944415478DA6350C20B1846A569202D88178C4AD3427A14D01D0000DEDB47B9DA9E7FB80000000049454E44AE426082
2;1850;Luksemburg;Luxemburg;466184;2586;180.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1513120AE799487F000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000009504C5445007FFFFFFFFFFF00002A187E900000001C4944415478DA6350C20B1846A569202D88178C4AD3427A14D01D0000DEDB47B9DA9E7FB80000000049454E44AE426082
2;1863;Makedonija;Skopje;2053233;25433;80.73;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1513192F4F6945F3000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000006504C5445FFFF00BF000045C56CA2000000BC4944415478DA7D94511600210445BD1DB0FFCD8ECA90923E26E75D2AD190D01C3247583C55D0D2082E86A38AF49B19B385D0664F0B1E3C2C725F939184580B1B0E77499B121D2714E79893054BC683FF989D065651C319BEC381970AF3BBB10C196BAAB05D02E481057A34A400DAD78A84A32EB4A519DE4C7960AF4439E09F8235D1DDDEAF931F7968DE1A9CF3BE6FED85D9EEBCC6EC15AB705FEFBE5BFA5EEB3BB5E8736CB87A2570DCBFB1FE85F6EFFBFC3B8463B406AE7A2FFD0370AD2E85F66C60F20000000049454E44AE426082
2;1894;Madagaskar;Antananarivo;19073846;587041;32.49;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001D4944415478DA63108403632C8061547A541AAB740716302A3D2A8D0400F4521EF0A20C4ACD0000000049454E44AE426082
2;1901;Malavi;Lilongwe;13800532;118480;116.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000554944415478DAEDCF3B0AC0300C8361832E64F82FD96337A674E8439E922D2290E143711C312F641DAB8152CE5348228CE7EB7E66BC2AA066181E5ABF335CE551C76C75F3EF70B858CDEADF4E97CD2BF868B379019F7C3B112EBB1BB9D90000000049454E44AE426082
2;1929;Malezija;Kuala Lumpur;28343194;329758;85.95;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000007B4944415478DAED92CB0DC0200C43598159D8C927CF991343958FAA122909A8BDD6D7A760272655ADA2954E3078E3AC35B0A04678523A780E93B4BD873380EA63C1E4C6E363AC51FAB80F77BE99B6BC7BFA662EFBE4D6DE7CF676CFE25E6D69C46C6CA9C42C544039FA0E9677804BA88F3887DAE13FDA9B6831BE00F85B42900AD749EE0000000049454E44AE426082
2;1945;Maldivi;Malé;313728;298;NULL;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000474944415478DA6330C60B1846B2B4450716D08C29DD28884F1A59168BB4A0047E69BC7637129096A0445A508286863752E43142A14620CC51B4639146D6DF4C6C7218CD44E8000042F14B5942FBC68A0000000049454E44AE426082
2;1967;Mali;Bamako;13036512;1240198;10.51;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001B4944415478DA63E8808334383086038651E951E951E9516972A401BA8296786B4BC24B0000000049454E44AE426082
2;1976;Malta;Valletta;404500;315;NULL;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000334944415478DA63101464104402C6A800450E9BB48820231E69610101C6403CD2828CF8A481428614386D547A547A547A00A501DCFD8FC5CF3701EB0000000049454E44AE426082
2;1983;Marshallovi otoki;Rita;53730;181;296.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000BC4944415478DA95D3C10D04210805D0DF02779A21D9C649F63845ED88CA808326EBF5E5A382E23AAD2F8EFAC15107EB46276BADC6CCA45CAAB12A3197DAD3742FADB4A71B976A4CB4B82B616A7457AA8A0F1432563B1A71A19EE655FB862D7DC57B25B5F41DD7990E859DD9C38BD21C8906A5E7AA69A059DB7658EF2BA94B585A29B985C81AEA660E1A668FA0F21ADDE447F3B3816B81835D5FCF155DA58A761ECAD55740D3B2EE6053DE7C33B4C2BCFD85905DDDCE87E832D0FFF9070E7D803DD60B63980000000049454E44AE426082
2;2009;Martinik;Fort-de-France;403857;1128;358.00;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA633803078270600C070CA3D2A3D2A3D2A3D2E448030058427E9043FECA400000000049454E44AE426082
2;2014;Mavretanija;Nouakchott;3085331;1035000;2.98;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000744944415478DAD5D35D0A80201004E03DEDB027193A769448FBA721D5433E891FAEAB8CB24D87ACB17EC7043060369F166FCC82CF5341751D48D954665AC6CB8C678C78FB15A6A98E29B364DCB0C6997D73F4558CF8284AD848884B4A1F551C2ED58A9937BB30E5CD3E6B494314A3AEFEB1FFF00E8A2C2E159666F5D90000000049454E44AE426082
2;2028;Mauritius;Port Louis;1271126;2040;623.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001F4944415478DA6330C60B1846AAF46EBC60C44AA7E1052356BA032F18A9D200D03EF618A89E15FD0000000049454E44AE426082
2;2038;Mayotte;NULL;203330;373;544.80;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA633803078270600C070CA3D2A3D2A3D2A3D2E448030058427E9043FECA400000000049454E44AE426082
2;2041;Mehika;Mexico City;108404309;1967138;55.11;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000754944415478DAEDD2B10DC0200C0440188082CE52044B644277DE27659680015E4A060833848AEE6952A4E1DBB32DD9B2B39138B28FB8C5DF399532E10B019E734B40E59C81E028E71B3D8C35B707B55096A7372761C3C56282672CDDCDD458B76EB117291DAEC77E0ADFDB544D2737175BAFF837BF484A3DAD8F8C46520000000049454E44AE426082
2;2074;Mikronezija;Palikir;108555;721;150.60;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C160834377EE96435000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000006504C5445007FFFFFFFFF005EEE320000004F4944415478DA6360A02610A0A1B4A0205E794641BCBA191909584DC06D8310301290166044A8C4F41D23527062862CA3A0200E0E31BA09DA3D80A1460D4020B510486B04522A81744ED33C465D00000E1E0241ED1D6FDA0000000049454E44AE426082
2;2079;Moldavija;Chişinău;3556893;33843;105.10;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445999900FFFFFF666600003366996633FFFF00CCCCCCCC0000660000004C33CCCC000000000000000066330066996666666BB502A90000009C4944415478DAE5D3B10DC2400C05D088594813B608FF9488087482585758CCC1020C424F87625D2AE660816B6F06A8D2FD93A8F34BBFC2962D5779892CB92DA956C28F323F51E0AD9C7B19399B3A81317E415B1D28CFF157E91D63742104943872BEA233899415FB241907C6D3295F32EF7D74A66FD0B5EC9AE4D39D4FFEA9D32C94073F429572631B88193FE8D0BAD2BD27D425F66E9D5FF2277F013E2875E5457612760000000049454E44AE426082
