LanguageId;CountryId;Name;Capital;Population;SquareArea;DensityPerKm;Flag
2;740;Komoros;Moroni;637547;1862;342.40;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1513042427D7F067000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC61050000000F504C5445007FFF00BF00FF0000FFFFFFFFBF00664706BD0000008C4944415478DA85D1C10DC3201044D129C1CBBA023A40B490FE6B0A066CC5D1CEEC1C7C79E64B08D8470D766A963ED812B6844FCDDC175BC2A6B837F31EEEE2DEC7C719FB383C7F626CDE8863B7491E773BF6C5BE3C6193F120FFE6FABF1D6FB1D6DFD325E2E7DE816EF6383D79D72BE1552F94AFF78EB582DDF8C5609B7A48E60A999E0CC98764A990E96C5F3BFD8DAF8DC03E820000000049454E44AE426082
2;744;Kongo;Brazzaville;3768338;342000;11.02;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000007C4944415478DA7DCBDB0D80500804517AA224134B3196ED7D0B0BCBFC4E8EBCD8739B246C7B2F29B14A89C3F6386C8F7103C60D183662D888FD0ED8EF80DD8ED8ED88ED4EB0DD09363BC36667F8DF29FE778ACFCEF1D939DE9BE0BD095E9BE1B5199E9BE2B9291E9BE3B139EEBBC07D17B8ED0AB75D619512AB94583F1B409C1855E14B8C0000000049454E44AE426082
2;756;Kongo (Dem. Rep.);Kinshasa;65610639;2344798;27.98;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C15052F13F1B177C3000000097048597300004E2000004E2001167D99DE0000000467414D410000B18F0BFC610500000009504C5445FFFF000080FFFF00003D1C61E3000000934944415478DA7DD3D10DC0200804D0B313E8064DF71FB2A2463814F87D91C0A9686155F44AF541A6DF87542797482723D23B6F1596F9CB5D85AB5B4FF51D50E930A930F5EEFAA80E369B81740D5D03753B7965262D3E11D59D0452357C53E5AB6E3631DB9490EAE2482793724E56DFE3E5E2BC40E254C74B8AB5F92BF29C6AD3CEA5858C4027873A3856E1443B677A7E30AE1F675846DC5BF4987F0000000049454E44AE426082
2;768;Cookovi otoki;Avarua;19760;237;83.48;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000CA4944415478DAADD23B0E8420100660AFF087762E41B87F31FDC4936CB3BDC5CE03838AE2EE464C20F193C7F03B159088A064ED2579BF6913BB0723E3C83A0395F54BE9D8DD38D6E9D85C9953AFCE0ACA29F72A13A2951CE391CBBE3DCB377B5F3084D6C2A0856BDD28D4B0B16ADCDAEA4C3AB23EC66C31F99DA306C65497B0C47C4E4D2C9CB7472B9BBC91B49B57E345EBF6952A33E2ED2E92413BE1161C9F71BB39A69EE7973CB3F77BF9F9682CDFEE4DE3C2F0C7C977895DB3C53E58FC9AED4FC3A8B01BE6AF22F9001A25CDB4EFA2EE700000000049454E44AE426082
2;780;Kostarika;San José;4626873;51090;90.56;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000244944415478DA63D88D17300C626941BC60304B1BE305A3D264490FDDE440407AC8E65000C92362ACDC96EF340000000049454E44AE426082
2;788;Hrvaška;Zagreb;4448748;56542;78.68;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C16083B3BF0C734D1000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000018504C54450000FFFFFFFF000000FF0000007FFF00007F803F00FFBF006B0BD749000000824944415478DA6330C60B18E8292D8C4F3AD4C8C9341897B48893B1995B68A88B30766977E7D09092D4507767ECD22E2EC6262961C58A38A4054542435C42038D70186EE208220D9D48F0B72002081B431102504F5A50D0D8108468224D0F970BE1D20D9116C6A55B186C388ACB910113589A012700490B30E09157C4273B0AA00000AC1F68B1CCF5F5D40000000049454E44AE426082
2;810;Kuba;Havanna;11244431;109886;102.30;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000794944415478DAA5D4410A00210C03C07E417C49C9B14FF7730B7659F6609283E26D08A26D0D2CB502A5198661B834C3300CE720AB1986613805278D7F0CC349794C76F97863C4A34FDDF13A7376F814FF334BCF0171F6DC1BBC62FADED0AF06FDE6A662B6DE29D9F49AEED4BA99123D637533DFFA7790E1F5006B14C904A8CB16E00000000049454E44AE426082
2;826;Ciper;Nicosia;1124435;9251;121.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000007E4944415478DACDD33D0AC0200C0560AF9021906B39E440D9DEB18B68A54A126CA73A891F2FFE174A5BF92173CA5C3366CD8A4FDDB88D33AB52C4BD05BCEB93EFA8CFAAA75CDFF39C9A2AA54C19D7E0C61C5D8F8535BF6FFDFC5A60A32370D393DDB4584F41CC4D03662402044B1B1CADBC955F4A6F1B1302D9EFBFE0195F900B6D05ED548BA00000000049454E44AE426082
2;829;Češka Republika;Prague;10328267;78867;131.00;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000005C4944415478DA85CBB109C030140351AF9059B47F217EABA162428A40F0E9DAC7AD5CD48A99533885CD9CC2296CE6144E6133A7700A9B398553D8CCD1AF2F0FB390853CCC4216F2300B79904FFAB29007F9AC0F0B799049370B1967DDF5422BE0A73175D10000000049454E44AE426082
2;844;Danska;NULL;5485538;42765;128.30;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000214944415478DA63308601434141630CC0302A3DD4A405F18201951E8DB111250D00ED15BAC32777776D0000000049454E44AE426082
2;850;Džibuti;NULL;873166;23200;37.64;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C16083505AF2504F4000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC61050000000C504C5445FFFFFF00FF00FF0000007FFFBFA625D3000000784944415478DA85D0D10980301003D05C3B4136285DC1FD7753CF22824D2EDCDF23A114385C80EE1905A3E0EE1905A3E0EE1905A3E0EE190543F390F3C953D63F8C2DB77967ECE7EFEE5280BFE0F1D450ACCADF3615E7D34370CBDB96F9FE292D87675A0ECB4A69A7178765ADB4D3C961D929EDF4C5B6CC13E34671216EB8E7E40000000049454E44AE426082
2;856;Dominika;Roseau;70545;738;95.64;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000B94944415478DADDD3C10AC2300C06E0C22EBD16C1E7E8F8410AE2D3148A203E4560EC71065E84BD87CF63D2830DD24CF0B81CF3356BB6646E56518A7321E88CDB0B0F718B01C2683284910CA6C48E130C464204AE5995BBD2824B6F0FA96F29C599250AA3CFDCD6BAB066939FB57BC52DE4B18BE73370BD105E67E168F1D9AE1EB8F5E4F97252C9F089E3C485F265A9E5141F80CBEBEEF94C97835C2E33190DAE2F9D48B39ED8542746FFCD5BB6256F6CCBAF5DDBEF3FF6CD6FDD1C92765236EEB40000000049454E44AE426082
2;867;Dominikanska Republika;Santo Domingo;9845842;48734;202.00;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000002A4944415478DA63D88D0C048140D81809308C4AD35F5A102F18B1D2C861640C1291460EC651E941270D002ED3551C1D6F623C0000000049454E44AE426082
2;899;Vzhodni Timor;Dili;980841;14604;67.16;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000914944415478DAA5943B0EC5200C04378D6B72961CC9D2DEFF082140D2845D9E5EDC8E46C63F10870B801E475A0CA6C561382E9D1687E6E83A1DAE7A1A7CE96970288E47A7C25BD7A971D32970197A4EF0B6D7285DCF89DD68D75F1C4DBF1FFF4AFF606D97FD9667B96B5D65C8AA6BAE6EF8AE0D39FF9D989F77C86DFA61D7169B4A7D07EB2BF13716FC70DF8BDF212D3E0152B9CDC1FDE323E40000000049454E44AE426082
2;913;Ekvador;Quito;14078554;272046;51.75;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1608373A2B754B4B000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000024504C5445FF00000000FF0000007F0000FFFF00808080803F00C0C0C0007FFF00FF00FFFFFF007F009820A7AA000000AA4944415478DA6370C10B184686745A8A8B5B0A2E69B734B5342048C1A9DB0528EB86D37011A03C98C42E2DBDC5C5C5C90997B4A3D0A6088F944D8238A41DBC554453453629E2D2ED64B1B4A349D11197B423D7AA151D8CB8A49D80D2AB5631A2784C10093872CE983995D1114904559A2522A2058F3443445A036E691701151506119CD22942A9E98A228AB8A4455CC2D2425C047149036D377414C423AD64A4884F1A1D308C026C000046D1AD3A4A8979140000000049454E44AE426082
2;936;Egipt;Cairo;76377411;1001450;76.27;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000404944415478DA6330C60B1846A569202D881790242D26982886473A0DA822118FE162626978A413D3F04A03E5F0EA06DA8CD7EE34FC1EA3245830A54701DD01002C7F6541B157FE710000000049454E44AE426082
2;964;El Salvador;San Salvador;7331823;21041;348.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000005E4944415478DA63D88D17308C4AD3405A100584A2720551A503C110A7B4A860A0341EDD20D08A475A341A8FDD81DD3B027737E29496E8EEE8D8D881DBF08E8D1B77E0D62DDA211A2A81C769111D121D78FD0D4278FD8D2A3D9A14E92E0D00415C32DC76136E250000000049454E44AE426082
2;979;Ekvatorialna Gvineja;Malabo;1153915;28051;41.14;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000934944415478DAA5D0B10D02310C05D06383A4A165084F74DB641DE4C69267B91DA0A3419FE2902FE292EF82DFC54F5F89B35863593C61E3EC091B674FD8387BC2C6D91336CE9EF0BD46D6F57A1CBEEC31E8ACE3A38E86337BC76DC0517F6DA376D401B0F6986380376EECE51BCA7CEF82FAB8FC72F76B05CFD3DD75929D5526D95928EB5F2C9495B35056CE4259390B655A960FC9D3905551C6486B0000000049454E44AE426082
2;987;Eritreja;Asmara;5023513;121100;41.48;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1505392EB5418E05000000097048597300004E2000004E2001167D99DE0000000467414D410000B18F0BFC61050000000C504C54450080FFFF0000FFFF0000BF00A7FD0761000000CD4944415478DA85D0D111C4200804D02D41B80AA085EBBFB713C44423E1FCC864E6C922803EDFE280A8BA604CF4875F0382DF2E5C9C7758380B5839B930999524E9804061559123C0598C54958F0ECE5D54EC7BCC60CC3D9585ADC5734878B1E5C7CF3E83732F6623D665C88DFDD91BFB8560F2B15936EE1D40E345F1A1C7094E7AF7D310E16324962D1D306666DB1B6F830D1CD57DE36274AFC57227FBB33A2FC5C0CD6A2BB3D96735B0B2970BCFE286077BFB2377E1CB819493DC83818281821B0A7EC160A0E086822BFC777E85CC5D30A8F811CD0000000049454E44AE426082
2;994;Estonija;Tallinn;1335605;45226;29.53;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA63D88D17308C4AD3407A14D01F08E205A3D234900600ECD01EF09A615FC00000000049454E44AE426082
2;1010;Etiopija;Addis Abeba;81239306;1127127;72.08;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C160730230B033271000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC61050000000C504C5445FF0000007FFFFFFF00007F3FD4D7ABBB0000007C4944415478DAED91D10D80200C44EB065E9DA0DDC0B8FF6EB64D0C603816D00B5F3C1EBD805CCBC8473070707C224371301B7D79C936EAE22D79B3C7016D5B1D0E5155E308C5288C397E2C82A131D8D4E6387B5B2E8AB3369D5DCDB31CC5F0A5ED7CB6E79B41D9AB856ED5AEDB923EF59FD885642B2C3C0BF74FCB0D5C977037A11B0FD90000000049454E44AE426082
2;1022;Zunanja ozemlja Avstralije;NULL;1648;568;2.90;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000C94944415478DAAD933B0EC4200C44B9C288D69740DCBF70EF43ADB109BF6C2CADB22E48C46388C7A3A40A1211D4A2AB645B974A6CDC310A4EAC0A74AC27C73E5DD878C37E8F1763E0C615739E54D0DF1B56A0389749A71A5EB5F8F3C2DC71DDEBECFC1DFEFEEDCB7B805BF7CD18D4B8FA46A5ED6256EFC9A84FCD398D43A6E61693CD1C1618634BCC343D313BB9CC565BAB4BDEC8A7DAFBE998EF793F14622CBF607E83D52C420C0A30C738565BD4145EBEEFD38E8FC679F90DCC361F381C2A76F5AD58FE98D8437D001A01B922B500DBF70000000049454E44AE426082
2;1026;Falklandski otoki;Port Stanley;2483;16076;0.15;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000010E4944415478DAD5D33B8EC4200C0660A348A928F81569A49138C420DA3D4C2AEEB3FD1E263453F950630CB33B0970807541A47C3C6C9C50846766C420236F3A7E0465F5CA08B8B2AC406399C91DAB17AEFB745C5C386FBD2A0B086FA15726D488A13EAF1CCFA12FF3EFC411E7BF8D46DC4EF0E3B333D8D9366BC0C0611C604B9DA53048E1523762AD4CE6181486B268BDB5EA92181F80699C4B9BF4CEA10D532622D9C54BC7744DEB58F1ACAB2C59E5BA63EB3736E57CFFBEE347B9E6D33897DE6A50C9CE6BE6E728D51D4668CCEFD48E299373E4CC943D194368D7D2F3C25F64C39825A5C52E8FE7E37DE7D7E5B71D70B7D5CC784DB4A6DDF09039A735A53DF909F3C7C7C433E7399F7E83FFC92F695763B20B6FF64C0000000049454E44AE426082
2;1029;Ferski otoki;Tórshavn;48373;1414;34.21;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000002F4944415478DA6310848033C6C63607053100C3A834FDA5CF400150FA0C2620246D8C170CA834651E1B4D2D434C1A0096A1DE43D4B208190000000049454E44AE426082
2;1039;Fidži;Suva;836889;18274;45.80;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C15123A113163450E000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000018504C5445007FFFFF0000FFFFFF00000000BF00FFFF00803F0000007FD2EB9036000000EF4944415478DADDD14B0E82301000D08ABA676AD8D351E356205C003D809F7001E309D8F4FACEA726085463E2CA5940D3D799765A03B8F3DE2358FA7A67CD203A7165B43864CAC0C0B4D28F589C59EA8C999DB873BCCB0413103BCB671C326A80D5FF90E1357ECB137BCF74651AE53AAB619586C6901AA7BE1142DFCBAC2DEA160293EAADB1F3D4BC686B385727E18E54EF9CD749F12B40566492AD35C38BE983264883B2CAE568D07B6F743CB56836CE6E1A61D12777A87C242E73331D09DEA9975B9CB9558C71FFD6BEE70FC59343E9ECFA12635351F6F61253535276BB8FF29CB21B138FC4D9FC0D9B596AFE3B1E46B448EB8EAE6A770000000049454E44AE426082
2;1044;Finska;Helsinki;5298791;338145;15.67;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000234944415478DA63100403E9DD202088011846A56920BD1B2F1895264B7A34AD0D366900188E76E82BCC660D0000000049454E44AE426082
2;1065;Francija;Paris;62392846;547030;114.10;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA633803078270600C070CA3D2A3D2A3D2A3D2E448030058427E9043FECA400000000049454E44AE426082
2;1088;Francoska Gvajana;Cayenne;228604;83534;2.74;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA633803078270600C070CA3D2A3D2A3D2A3D2E448030058427E9043FECA400000000049454E44AE426082
2;1091;Francoska Polinezija;Papeete;265907;3894;68.29;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000754944415478DAEDD3210E80300C05D02E20115B32B94340368959E8C1C1F750343806BF2458F8A2E699A63FA56C86BECAC1CC99E3E21873646586CC75C9CC1572AFDCBFE4C845B930E6EA2D1E89C8E04927E4902649DB8CAFD68D3E3BC8B20E42B2413E0239B4DA70D0D58C421FFABEF2FF4477D901BA68A66B00C21D6B0000000049454E44AE426082
2;1097;Francoska južna ozemlja;NULL;120;7781;0.02;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA633803078270600C070CA3D2A3D2A3D2A3D2E448030058427E9043FECA400000000049454E44AE426082
2;1101;Gabon;Libreville;1772802;267667;6.62;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C15123B14581280C0000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000009504C5445007FFFFFFF0000BF0029D8FEFB0000001C4944415478DA6350C20B1846A569202D88178C4AD3427A14D01D0000DEDB47B9DA9E7FB80000000049454E44AE426082
2;1111;Gambija;Banjul;1584081;10689;148.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000274944415478DA6330C60B1846A569202D88171092DE8D170C6169CA82858074075E302A4D036900341EAA640B9ED4700000000049454E44AE426082
2;1120;Gruzija;Tbilisi;4664160;69700;66.92;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000384944415478DA63104406C2C6C6C628020C7490163644933626411A286C88220DA38992A6CCEE010A3563BC60084B8F26C5A19614F14B0300425674B53748664F0000000049454E44AE426082
2;1133;Nemčija;Berlin;82070180;357021;229.90;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA636018057407C678C1A8342DA443F18251691A4803003E79BF41E4939CFF0000000049454E44AE426082
2;1150;Gana;Accra;24018055;238538;100.70;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000414944415478DA6330C60B1846A569209D860AD850B9A44927109066C0239DC00002B8758364D9F0188E264B5569A0BF18F04983119E5043030C1D78C1A8340DA4017E8A8C8EC0F822520000000049454E44AE426082
2;1161;Gibraltar;Gibraltar;29133;7;NULL;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000884944415478DACDD2D109C3300C04D00B5A20258B481C789F62C8FE2354711B888DA58F7CB43D84217EC88AC178A4C1DFF066A6199321BB592BCEBB7DDF79A345BC504C62D656735E7944BBBFBBB200148560CEAA84BA07DD3813DDFB933BBCFA5878313E5CF3C3136E528FC56E70CB337F4C23B34B29FDF7C8EFE111734FBB87E6AF72FDE1EC312FAD1587EA03C9A34A0000000049454E44AE426082
2;1162;Grčija;Athens;11243142;131957;85.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C160806114194B5B9000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000006504C544500007FFFFFFF96852F170000002E4944415478DA636000014141067C801ED2821880B6D2986AD15C4543E981F4F740C6B7205E405BE9810423D4DF00208A1ED1A85101190000000049454E44AE426082
2;1167;Grenlandija;Nuuk;56774;2175600;0.03;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000006B4944415478DAC5D0CB0D80300C03D0AC803249E4FD774350FA21715039507C7DB55545B6C7C8220690B3E288255C34B8F4E512CADAD81803BC2EAEECEA530C24EBDFB3DED85E70BCD4F858E2A5B0962DF9D91C23D9AE6CBC5C19BCDCD868B9F1E54E3B9FEE75609A3F79070199912BA9E1B2B90000000049454E44AE426082
2;1187;Grenada;Saint George's;107126;345;310.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000009A4944415478DA9DD3610A85201004E0EE24EC851616EF11C41CBBC034D3697A3DFF487EE4EABABB243996E1DB1F387A36E77F9BE9CD49EC2DF8580B833B2A53C7C5C4D1F3E4B8F3E018F9E698B973306E8E81B7E69E2E459796B210C92D33CEE782B7508C23289F5BAEC6395536C2889AB9A320E6930359DDFB97ACE99CEB17D3EFADAB45D79AAED4973AFFD0A10F6CE1652AED1A7F35F0C7D83B6BDC7B5A8A83F51A0000000049454E44AE426082
2;1195;Gvadalupa;Basse-Terre;441838;1780;248.20;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001C4944415478DA633803078270600C070CA3D2A3D2A3D2A3D2E448030058427E9043FECA400000000049454E44AE426082
2;1203;Guam;Agana;178467;545;327.50;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C1608382C5839E2D5000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC61050000001B504C5445FF000000007FFFFF00803F00000000FFFFFF007FFFC0C0C000BF0075A0BCCF000000AA4944415478DACDD2B10AC2400C06E0BBE5E65C0BCE9A271084EAA820D2D5C1BD43FD7574EB1B947B6C8BD3E54AD2C141B3DCF091042EBF730B158DA27F626F327516538037D8F5E80C0E9771F42A139E49B44B0E29B5C8B7178CD4B42A13D01F904F2F198DC5C16D755E01138785E14795EF8FFD30BC348EB7EBE7D1F87CAAC54DE5B74C5033AB4CBCA9766BFD241C23EB178BBEE2BC799616B1799E35279AE751B4935AD48FF99B7A03516E531F0F7407C70000000049454E44AE426082
2;1220;Gvatemala;Guatemala;14475203;108894;132.90;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B70000000774494D4507D70C16082924053B49F7000000097048597300001EC100001EC101C36954530000000467414D410000B18F0BFC610500000006504C5445007FFFFFFFFF005EEE320000001B4944415478DA63608003413860C00646A547A547A547A589970600231817E9159092760000000049454E44AE426082
2;1243;Guernsey in Alderney;Saint Peter Port;64350;91;707.10;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A2257000000454944415478DA63104406C2C6C6C628020CD4944E4B4BC6276D96663C2A4D84B4310A004AA300B874328A7432BA741A0AA0B23401BB71B87C34BE29972690C7689ABFD1A501FEC67F4F637B83A30000000049454E44AE426082
2;1256;Gvineja;Conakry;10427187;245857;42.41;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000001B4944415478DA633086833438E880038651E951E951E9516972A401635B96785A00AAB30000000049454E44AE426082
2;1262;Gvineja Bissau;Bissau;1428017;36123;39.53;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000003E4944415478DA63308683342C8061549A56D2CC144933E09536C02BCD0004CCB8A50D80D2F80C076B36EEC002889236C0276D0046B87543C0A8F4909006001312927F2D2076730000000049454E44AE426082
2;1272;Gvajana;Georgetown;784798;215083;3.65;0x89504E470D0A1A0A0000000D494844520000003C000000240403000000275744B700000030504C5445000000FFFFFF7F0000FF0000FF7F00FFBF00FFFF0000FF0000BF00007F007FBFFF0000FF00007F803F00808080C0C0C0B75A22570000009F4944415478DA95943B1280200C0563639F8E6330C3896C380BC7963F81210FA55DDE462091ECC5415FE4E86103B0BD3DB38E135705113BF25E13241CE3DA86842BDF55C838EBB782824B7C2328B8F328301BDCF46B85867B7CAED0B0E442D0B1D00BC1C032DE370CBCF05241E0495F05122FF124F89EC6B567CAEB97E373E35B3BDC397E31F1DEFFBB05F7DAA153719FE32939CC189E503CDF87BF0305B45E1D17A1A7DBE0B8550000000049454E44AE426082
